home_moneyline,date,away_team_abbr,home_team_abbr,home_score,away_score
,2022-01-27 19:00:00,VEG,FLA,4,1
-130,2022-01-27 19:00:00,LA,NYI,2,3
-400,2022-01-27 19:00:00,SEA,PIT,1,2
150,2022-01-27 19:00:00,NYR,CLB,5,3
-145,2022-01-27 20:00:00,CAL,STL,5,1
-105,2022-01-27 20:00:00,VAN,WIN,1,5
150,2022-01-27 21:00:00,NAS,EDM,3,2
-275,2022-01-28 19:00:00,DET,PIT,2,3
110,2022-01-28 20:00:00,MIN,NYR,2,3
160,2022-01-28 20:30:00,COL,CHI,4,6
-130,2022-01-28 21:00:00,WAS,DAL,0,5
235,2022-01-28 21:00:00,BOS,ARI,1,2
110,2022-01-29 12:30:00,ANA,OTT,1,2
125,2022-01-29 13:00:00,LA,PHI,4,3
-390,2022-01-29 15:00:00,WIN,STL,1,4
-320,2022-01-29 18:00:00,SJ,FLA,5,4
205,2022-01-29 19:00:00,EDM,MON,2,7
-310,2022-01-29 19:00:00,NJ,CAR,2,1
210,2022-01-29 19:00:00,TOR,DET,4,7
-160,2022-01-29 19:00:00,VEG,TB,2,3
-145,2022-01-29 21:00:00,BUF,ARI,1,3
-180,2022-01-29 22:00:00,VAN,CAL,1,0
-165,2022-01-30 13:00:00,SEA,NYR,3,2
-235,2022-01-30 13:00:00,LA,PIT,3,4
-310,2022-01-30 17:00:00,SJ,CAR,2,1
105,2022-01-30 19:00:00,BOS,DAL,6,1
110,2022-01-30 19:00:00,CLB,MON,3,6
105,2022-01-30 19:30:00,MIN,NYI,3,4
-550,2022-01-30 20:00:00,BUF,COL,4,1
255,2022-01-31 19:00:00,FLA,CLB,4,8
-2000,2022-01-31 19:30:00,NJ,TOR,6,4
-135,2022-01-31 19:30:00,VAN,CHI,1,3
180,2022-01-31 19:30:00,EDM,OTT,3,2
-105,2022-01-31 19:30:00,ANA,DET,2,1
-260,2022-02-01 19:00:00,SEA,BOS,3,2
-340,2022-02-01 19:00:00,SJ,TB,3,2
210,2022-02-01 19:00:00,TOR,NJ,1,7
130,2022-02-01 19:00:00,FLA,NYR,5,2
145,2022-02-01 19:00:00,WIN,PHI,3,1
-160,2022-02-01 19:00:00,WAS,PIT,3,4
-235,2022-02-01 19:30:00,OTT,NYI,4,1
-210,2022-02-01 20:00:00,VAN,NAS,4,2
-105,2022-02-01 20:30:00,CAL,DAL,3,4
-650,2022-02-01 21:00:00,ARI,COL,2,3
-475,2022-02-01 22:00:00,BUF,VEG,5,2
-225,2022-02-02 19:00:00,SEA,NYI,0,3
100,2022-02-02 19:00:00,EDM,WAS,3,5
110,2022-02-02 19:30:00,LA,DET,3,5
230,2022-02-02 21:30:00,CAL,ARI,2,4
145,2022-02-02 21:30:00,MIN,CHI,0,5
,2022-02-05 15:00:00,MET,PAC,4,6
,2022-02-05 16:00:00,ATL,CEN,8,5
,2022-02-05 17:30:00,MET,CEN,3,5
,2022-02-05 15:00:00,MET,PAC,4,6
,2022-02-05 16:00:00,ATL,CEN,8,5
,2022-02-05 17:30:00,MET,CEN,3,5
,2022-02-05 15:00:00,MET,PAC,4,6
,2022-02-05 16:00:00,ATL,CEN,8,5
,2022-02-05 17:30:00,MET,CEN,3,5
-10000,2022-02-07 19:00:00,NJ,OTT,4,1
-115,2022-02-07 19:00:00,CAR,TOR,4,3
-10000,2022-02-07 19:00:00,NJ,OTT,4,1
-115,2022-02-07 19:00:00,CAR,TOR,4,3
-10000,2022-02-08 19:00:00,CAR,OTT,4,3
600,2022-02-08 19:00:00,PIT,BOS,2,4
2500,2022-02-08 19:00:00,NJ,MON,1,7
115,2022-02-08 19:00:00,CLB,WAS,4,5
-1000,2022-02-08 20:00:00,MIN,WIN,2,0
2000,2022-02-08 21:00:00,VEG,EDM,0,4
,2022-02-08 22:00:00,ARI,VAN,5,1
2000,2022-02-09 19:00:00,DET,PHI,3,6
2500,2022-02-09 20:00:00,CHI,EDM,1,4
-10000,2022-02-09 20:00:00,NAS,DAL,4,3
-5000,2022-02-09 21:30:00,VEG,CAL,6,0
750,2022-02-09 22:00:00,ARI,SEA,2,5
2800,2022-02-09 22:30:00,NYI,VAN,3,6
-135,2022-02-10 19:00:00,CLB,BUF,3,4
2500,2022-02-10 19:00:00,CAR,BOS,0,6
2500,2022-02-10 19:00:00,WAS,MON,2,5
800,2022-02-10 19:00:00,PIT,OTT,0,2
600,2022-02-10 20:00:00,NJ,STL,4,7
-8000,2022-02-10 21:00:00,TOR,CAL,5,2
-4000,2022-02-10 21:00:00,TB,COL,3,2
-1600,2022-02-11 20:30:00,WIN,DAL,4,3
-10000,2022-02-11 21:00:00,NYI,EDM,3,1
2500,2022-02-11 21:30:00,TB,ARI,3,4
-140,2022-02-11 22:00:00,SEA,ANA,3,4
-1600,2022-02-12 12:00:00,PHI,DET,4,2
105,2022-02-12 12:30:00,CLB,MON,1,2
2200,2022-02-12 12:30:00,BOS,OTT,0,2
2800,2022-02-12 19:00:00,WIN,NAS,2,5
-650,2022-02-12 19:00:00,TOR,VAN,3,2
-2500,2022-02-12 20:00:00,CAR,MIN,3,2
-10000,2022-02-12 20:00:00,CHI,STL,5,1
-1000,2022-02-12 22:00:00,NYI,CAL,5,2
750,2022-02-13 12:30:00,BUF,MON,3,5
2500,2022-02-13 12:30:00,OTT,WAS,1,4
800,2022-02-13 13:30:00,PIT,NJ,2,4
2500,2022-02-13 14:00:00,COL,DAL,0,4
-10000,2022-02-14 20:00:00,DET,MIN,7,4
1900,2022-02-14 21:00:00,TOR,SEA,2,6
550,2022-02-14 21:00:00,CHI,WIN,1,3
1800,2022-02-14 22:30:00,EDM,SJ,0,3
-150,2022-02-15 19:00:00,BOS,NYR,2,1
185,2022-02-15 19:00:00,STL,OTT,2,5
240,2022-02-15 19:00:00,TB,NJ,3,6
-360,2022-02-15 19:00:00,PHI,PIT,5,4
175,2022-02-15 19:00:00,NYI,BUF,6,3
-160,2022-02-15 20:00:00,WAS,NAS,1,4
-260,2022-02-15 21:00:00,DAL,COL,1,4
-280,2022-02-15 21:00:00,CLB,CAL,6,2
-135,2022-02-15 22:30:00,EDM,LA,2,5
110,2022-02-16 19:00:00,MIN,WIN,6,3
-120,2022-02-16 19:30:00,FLA,CAR,2,3
-220,2022-02-16 21:30:00,ANA,CAL,6,2
125,2022-02-16 22:00:00,COL,VEG,0,2
215,2022-02-17 19:00:00,STL,MON,3,2
-110,2022-02-17 19:00:00,OTT,BUF,1,3
145,2022-02-17 19:00:00,WAS,PHI,3,5
-245,2022-02-17 19:00:00,DET,NYR,2,3
-260,2022-02-17 19:00:00,PIT,TOR,4,1
-120,2022-02-17 19:30:00,BOS,NYI,4,1
235,2022-02-17 20:00:00,SEA,WIN,5,3
-135,2022-02-17 20:30:00,CLB,CHI,4,7
-130,2022-02-17 21:00:00,ANA,EDM,7,3
100,2022-02-17 22:30:00,VAN,SJ,4,5
-190,2022-02-18 19:00:00,NAS,CAR,5,3
110,2022-02-18 20:00:00,FLA,MIN,2,6
140,2022-02-18 20:30:00,DAL,CHI,0,1
-190,2022-02-18 22:00:00,LA,VEG,3,4
340,2022-02-19 13:00:00,COL,BUF,3,5
105,2022-02-19 16:00:00,EDM,WIN,2,4
165,2022-02-19 19:00:00,BOS,OTT,2,3
-220,2022-02-19 19:00:00,STL,TOR,3,6
150,2022-02-19 21:00:00,LA,ARI,3,5
-330,2022-02-19 22:00:00,SEA,CAL,2,1
650,2022-02-19 22:00:00,ANA,VAN,4,7
-145,2022-02-20 13:00:00,CAR,PIT,3,4
-280,2022-02-20 14:00:00,MON,NYI,2,3
170,2022-02-20 15:00:00,FLA,CHI,2,5
190,2022-02-20 17:00:00,NYR,OTT,1,2
-170,2022-02-20 18:00:00,BUF,CLB,7,3
220,2022-02-20 19:00:00,DAL,ARI,3,1
145,2022-02-20 20:00:00,VEG,SJ,1,4
-110,2022-02-20 20:00:00,MIN,EDM,3,7
150,2022-02-21 13:00:00,COL,BOS,5,1
190,2022-02-21 15:00:00,CAR,PHI,3,4
-230,2022-02-21 16:00:00,WIN,CAL,3,1
320,2022-02-21 19:00:00,TOR,MON,5,2
-190,2022-02-21 22:00:00,SEA,VAN,5,2
190,2022-02-22 19:00:00,STL,PHI,1,4
200,2022-02-22 19:00:00,MIN,OTT,4,3
-250,2022-02-22 19:00:00,NAS,FLA,4,6
225,2022-02-22 19:00:00,TOR,CLB,4,3
-150,2022-02-22 22:00:00,SJ,ANA,4,3
135,2022-02-22 22:00:00,NYI,SEA,2,5
-160,2022-02-23 19:30:00,WIN,DAL,3,2
-210,2022-02-23 19:30:00,EDM,TB,5,3
-120,2022-02-23 19:30:00,BUF,MON,4,0
190,2022-02-23 19:30:00,COL,DET,2,5
155,2022-02-23 22:00:00,LA,ARI,2,3
-150,2022-02-24 19:00:00,MIN,TOR,3,1
-450,2022-02-24 19:00:00,CLB,FLA,3,6
-135,2022-02-24 19:00:00,WAS,NYR,4,1
-275,2022-02-24 19:00:00,NJ,PIT,1,6
-180,2022-02-24 20:30:00,DAL,NAS,2,1
180,2022-02-24 22:00:00,BOS,SEA,2,3
135,2022-02-24 22:00:00,CAL,VAN,7,1
110,2022-02-24 22:30:00,NYI,SJ,4,3
-370,2022-02-25 19:00:00,CLB,CAR,4,0
-330,2022-02-25 20:00:00,BUF,STL,5,3
-120,2022-02-25 20:30:00,NJ,CHI,8,5
-295,2022-02-25 21:00:00,WIN,COL,6,3
210,2022-02-25 21:30:00,VEG,ARI,3,1
-105,2022-02-25 22:00:00,LA,ANA,1,4
-215,2022-02-26 12:30:00,EDM,FLA,3,4
-120,2022-02-26 12:30:00,WAS,PHI,2,1
-160,2022-02-26 15:00:00,NYR,PIT,1,0
-170,2022-02-26 19:00:00,MON,OTT,1,2
150,2022-02-26 19:30:00,TB,NAS,2,3
170,2022-02-26 19:30:00,TOR,DET,7,10
-145,2022-02-26 22:00:00,COL,VEG,2,3
155,2022-02-26 22:00:00,BOS,SJ,1,3
-170,2022-02-26 22:00:00,MIN,CAL,7,3
-140,2022-02-26 22:30:00,NYI,LA,5,2
-205,2022-02-27 13:00:00,EDM,CAR,2,1
-295,2022-02-27 14:00:00,BUF,DAL,4,2
140,2022-02-27 15:00:00,STL,CHI,0,4
135,2022-02-27 16:00:00,WIN,ARI,3,5
155,2022-02-27 18:00:00,PIT,CLB,2,3
-115,2022-02-27 19:30:00,VAN,NYR,2,5
-120,2022-02-27 20:30:00,NYI,ANA,0,4
-125,2022-02-27 22:00:00,SEA,SJ,3,1
-125,2022-02-28 19:30:00,VAN,NJ,7,2
120,2022-02-28 19:30:00,TOR,WAS,3,5
165,2022-02-28 22:30:00,BOS,LA,0,7
-380,2022-03-01 19:00:00,OTT,TB,5,2
140,2022-03-01 19:00:00,EDM,PHI,0,3
-120,2022-03-01 19:00:00,NJ,CLB,4,3
185,2022-03-01 19:30:00,CAR,DET,4,3
-105,2022-03-01 20:00:00,CAL,MIN,1,5
-215,2022-03-01 20:00:00,MON,WIN,8,4
-290,2022-03-01 21:00:00,NYI,COL,5,3
-230,2022-03-01 22:00:00,SJ,VEG,3,1
160,2022-03-01 22:00:00,BOS,ANA,4,3
-475,2022-03-02 19:30:00,BUF,TOR,1,5
-110,2022-03-02 19:30:00,STL,NYR,5,3
-135,2022-03-02 20:30:00,LA,DAL,4,3
155,2022-03-02 22:00:00,NAS,SEA,4,3
-175,2022-03-03 19:00:00,PIT,TB,1,5
,2022-03-03 19:00:00,OTT,FLA,3,0
160,2022-03-03 19:00:00,MIN,PHI,4,5
110,2022-03-03 19:00:00,CAR,WAS,4,0
-115,2022-03-03 19:30:00,VAN,NYI,3,4
,2022-03-03 20:30:00,EDM,CHI,4,3
,2022-03-03 21:00:00,BOS,VEG,2,5
-400,2022-03-03 21:00:00,MON,CAL,4,5
290,2022-03-03 21:00:00,COL,ARI,2,1
180,2022-03-04 19:00:00,MIN,BUF,5,4
-265,2022-03-04 19:00:00,DET,TB,3,1
,2022-03-04 19:00:00,NJ,NYR,3,1
-140,2022-03-04 19:00:00,PIT,CAR,3,2
120,2022-03-04 19:00:00,LA,CLB,3,4
-105,2022-03-04 20:00:00,DAL,WIN,3,4
105,2022-03-04 22:00:00,VEG,ANA,4,5
115,2022-03-05 12:30:00,STL,NYI,2,1
-135,2022-03-05 15:00:00,CHI,PHI,4,3
100,2022-03-05 16:00:00,OTT,ARI,8,5
,2022-03-05 18:00:00,DET,FLA,6,2
-245,2022-03-05 19:00:00,MON,EDM,2,5
-260,2022-03-05 19:00:00,VAN,TOR,4,6
-265,2022-03-05 19:00:00,SEA,WAS,5,2
190,2022-03-05 19:00:00,BOS,CLB,4,5
135,2022-03-05 20:00:00,NAS,SJ,0,8
-300,2022-03-05 22:00:00,CAL,COL,3,4
150,2022-03-06 13:00:00,LA,BUF,0,3
115,2022-03-06 13:00:00,STL,NJ,3,2
-160,2022-03-06 16:00:00,DAL,MIN,3,6
-115,2022-03-06 19:00:00,NYR,WIN,1,4
-360,2022-03-06 19:00:00,SEA,CAR,3,2
190,2022-03-06 19:00:00,TB,CHI,3,6
-290,2022-03-06 20:00:00,OTT,VEG,2,1
-190,2022-03-06 20:00:00,SJ,ANA,3,2
-195,2022-03-07 19:00:00,LA,BOS,2,3
260,2022-03-07 19:00:00,FLA,BUF,1,6
170,2022-03-07 19:00:00,TOR,CLB,4,5
170,2022-03-07 19:30:00,COL,NYI,4,5
-220,2022-03-07 21:30:00,EDM,CAL,3,1
185,2022-03-08 19:00:00,COL,NJ,5,3
145,2022-03-08 19:00:00,VEG,PHI,2,1
-105,2022-03-08 19:00:00,FLA,PIT,3,4
-310,2022-03-08 19:30:00,SEA,TOR,6,4
-175,2022-03-08 19:30:00,ARI,DET,2,9
-255,2022-03-08 20:00:00,OTT,STL,1,4
-135,2022-03-08 20:00:00,DAL,NAS,2,1
-170,2022-03-08 20:00:00,NYR,MIN,5,2
145,2022-03-08 20:00:00,TB,WIN,7,4
-120,2022-03-08 20:30:00,ANA,CHI,8,3
-130,2022-03-08 21:00:00,WAS,CAL,4,5
-135,2022-03-09 20:00:00,WAS,EDM,4,3
-210,2022-03-09 22:30:00,MON,VAN,5,3
-290,2022-03-10 19:00:00,CHI,BOS,4,3
165,2022-03-10 19:00:00,VEG,BUF,3,1
-380,2022-03-10 19:00:00,ARI,TOR,4,5
-145,2022-03-10 19:00:00,SEA,OTT,4,3
155,2022-03-10 19:00:00,MIN,DET,5,6
-370,2022-03-10 19:00:00,PHI,FLA,6,3
-140,2022-03-10 19:00:00,WIN,NJ,1,2
100,2022-03-10 19:00:00,COL,CAR,2,0
-175,2022-03-10 19:30:00,CLB,NYI,6,0
-115,2022-03-10 20:00:00,NYR,STL,6,2
-200,2022-03-10 20:00:00,ANA,NAS,4,1
-110,2022-03-10 21:00:00,TB,CAL,4,1
-195,2022-03-10 22:30:00,SJ,LA,3,4
-190,2022-03-11 19:00:00,VEG,PIT,5,2
160,2022-03-11 19:00:00,MIN,CLB,3,2
-125,2022-03-11 19:30:00,WIN,NYI,5,2
-125,2022-03-11 22:00:00,WAS,VAN,3,4
-135,2022-03-12 12:30:00,STL,NAS,4,7
-360,2022-03-12 15:00:00,PHI,CAR,3,1
-425,2022-03-12 19:00:00,DET,CAL,3,0
-425,2022-03-12 19:00:00,ARI,BOS,3,2
-120,2022-03-12 19:00:00,SEA,MON,3,4
-110,2022-03-12 19:00:00,CHI,OTT,3,6
-170,2022-03-12 19:00:00,ANA,NJ,2,1
-130,2022-03-12 20:00:00,NYR,DAL,4,7
110,2022-03-12 21:30:00,LA,SJ,5,0
110,2022-03-12 22:00:00,TB,EDM,4,1
-145,2022-03-13 13:00:00,CAR,PIT,4,2
235,2022-03-13 16:00:00,TOR,BUF,5,2
-170,2022-03-13 19:00:00,MON,PHI,3,4
-150,2022-03-13 19:00:00,WIN,STL,3,4
-195,2022-03-13 19:00:00,NAS,MIN,2,6
130,2022-03-13 19:00:00,VEG,CLB,6,4
-200,2022-03-13 19:30:00,ANA,NYI,4,3
-175,2022-03-13 20:00:00,CAL,COL,3,0
120,2022-03-13 22:00:00,TB,VAN,1,2
185,2022-03-13 22:00:00,FLA,LA,3,2
-170,2022-03-14 19:30:00,ARI,OTT,3,5
-135,2022-03-15 19:00:00,DAL,TOR,4,0
-185,2022-03-15 19:00:00,ARI,MON,3,6
-205,2022-03-15 19:00:00,ANA,NYR,4,3
-160,2022-03-15 19:00:00,NYI,WAS,4,3
-110,2022-03-15 20:00:00,PIT,NAS,4,1
-135,2022-03-15 20:00:00,VEG,WIN,7,3
145,2022-03-15 20:30:00,BOS,CHI,1,2
-250,2022-03-15 21:00:00,DET,EDM,7,5
-160,2022-03-15 22:00:00,NJ,VAN,6,3
170,2022-03-15 22:30:00,COL,LA,0,3
205,2022-03-15 22:30:00,FLA,SJ,2,3
-125,2022-03-16 19:30:00,BOS,MIN,4,2
-130,2022-03-16 19:30:00,CLB,OTT,1,4
215,2022-03-16 22:00:00,TB,SEA,1,4
-320,2022-03-16 22:00:00,NJ,CAL,6,3
100,2022-03-17 19:00:00,CAR,TOR,3,2
140,2022-03-17 19:00:00,DAL,MON,3,4
140,2022-03-17 19:00:00,NAS,PHI,5,4
155,2022-03-17 19:00:00,WAS,CLB,2,7
-155,2022-03-17 19:00:00,NYI,NYR,1,2
,2022-03-17 20:00:00,PIT,STL,2,3
-280,2022-03-17 21:00:00,BUF,EDM,6,1
-150,2022-03-17 22:00:00,SJ,LA,3,0
-230,2022-03-17 22:00:00,DET,VAN,0,1
135,2022-03-17 22:30:00,FLA,VEG,5,3
-160,2022-03-18 19:00:00,PHI,OTT,3,1
-170,2022-03-18 19:00:00,WAS,CAR,3,4
-110,2022-03-18 20:00:00,BOS,WIN,2,4
-500,2022-03-18 21:00:00,BUF,CAL,0,1
170,2022-03-18 22:00:00,FLA,ANA,0,3
240,2022-03-18 22:30:00,COL,SJ,3,5
-300,2022-03-19 14:00:00,CHI,MIN,3,1
-140,2022-03-19 14:00:00,DAL,NYI,4,2
-265,2022-03-19 15:00:00,NJ,EDM,6,3
-135,2022-03-19 16:00:00,LA,VEG,5,1
215,2022-03-19 17:00:00,PIT,ARI,1,4
135,2022-03-19 17:00:00,STL,CLB,5,4
100,2022-03-19 19:00:00,TOR,NAS,6,3
-160,2022-03-19 19:00:00,OTT,MON,5,1
-205,2022-03-19 20:00:00,NYR,TB,1,2
-110,2022-03-19 22:00:00,CAL,VAN,2,5
-120,2022-03-19 22:00:00,DET,SEA,4,2
135,2022-03-20 14:00:00,NYI,PHI,2,1
-180,2022-03-20 17:00:00,DAL,WAS,2,3
-265,2022-03-20 18:00:00,NYR,CAR,0,2
-210,2022-03-20 19:00:00,ARI,SJ,4,2
120,2022-03-20 19:00:00,WIN,CHI,4,6
-210,2022-03-20 22:00:00,BUF,VAN,2,3
185,2022-03-21 19:00:00,BOS,MON,2,3
-195,2022-03-21 20:00:00,VEG,MIN,3,0
-180,2022-03-21 21:30:00,EDM,COL,3,2
155,2022-03-21 22:00:00,NAS,ANA,3,6
125,2022-03-22 19:00:00,NYR,NJ,7,4
-360,2022-03-22 19:00:00,CLB,PIT,5,1
-150,2022-03-22 19:00:00,STL,WAS,2,5
-120,2022-03-22 19:00:00,TB,CAR,3,2
-150,2022-03-22 19:30:00,PHI,DET,6,3
-215,2022-03-22 19:30:00,OTT,NYI,3,0
-175,2022-03-22 20:00:00,VEG,WIN,4,0
-115,2022-03-22 20:30:00,EDM,DAL,5,3
-310,2022-03-22 21:00:00,SJ,CAL,3,4
-105,2022-03-22 22:00:00,SEA,ARI,2,4
-125,2022-03-22 22:30:00,NAS,LA,6,1
-330,2022-03-23 19:00:00,NJ,TOR,3,2
185,2022-03-23 19:30:00,PIT,BUF,4,3
-330,2022-03-23 21:30:00,VAN,COL,1,3
-125,2022-03-23 22:00:00,CHI,ANA,2,4
-110,2022-03-24 19:00:00,TB,BOS,3,2
215,2022-03-24 19:00:00,FLA,MON,3,4
-225,2022-03-24 19:00:00,DAL,CAR,3,4
-215,2022-03-24 19:30:00,DET,NYI,5,2
-260,2022-03-24 20:00:00,OTT,WIN,2,5
-260,2022-03-24 20:00:00,PHI,STL,2,5
-195,2022-03-24 20:00:00,VAN,MIN,3,2
-240,2022-03-24 21:00:00,SJ,EDM,5,2
100,2022-03-24 22:00:00,NAS,VEG,6,1
-230,2022-03-24 22:00:00,CHI,LA,3,4
160,2022-03-25 19:00:00,WAS,BUF,3,4
-110,2022-03-25 19:00:00,PIT,NYR,5,1
-155,2022-03-25 20:00:00,CLB,WIN,4,3
-475,2022-03-25 21:00:00,PHI,COL,6,3
-390,2022-03-25 21:00:00,ARI,CAL,4,2
-210,2022-03-26 12:30:00,NYI,BOS,6,3
165,2022-03-26 12:30:00,TB,DET,1,2
-220,2022-03-26 15:00:00,CHI,VEG,5,4
195,2022-03-26 19:00:00,TOR,MON,4,2
190,2022-03-26 19:00:00,FLA,OTT,3,4
-135,2022-03-26 19:00:00,VAN,DAL,1,4
-185,2022-03-26 19:00:00,NJ,WAS,4,3
-310,2022-03-26 20:00:00,CLB,MIN,3,2
110,2022-03-26 20:00:00,CAR,STL,2,7
-160,2022-03-26 22:00:00,EDM,CAL,9,5
-210,2022-03-26 22:30:00,SEA,LA,4,2
-140,2022-03-26 22:30:00,ANA,SJ,4,1
110,2022-03-27 14:00:00,TB,NYI,1,4
-265,2022-03-27 17:00:00,BUF,NYR,5,4
-330,2022-03-27 17:00:00,DET,PIT,11,2
-285,2022-03-27 18:00:00,PHI,NAS,5,4
105,2022-03-27 18:00:00,COL,MIN,3,2
-330,2022-03-27 19:00:00,ARI,WIN,2,1
-130,2022-03-27 19:00:00,FLA,TOR,5,2
-185,2022-03-27 19:00:00,MON,NJ,3,2
115,2022-03-28 19:00:00,CAR,WAS,1,6
-160,2022-03-28 19:30:00,VAN,STL,4,1
-175,2022-03-28 20:30:00,BUF,CHI,5,6
-450,2022-03-28 21:30:00,ARI,EDM,6,1
-210,2022-03-28 22:30:00,SEA,LA,1,6
-150,2022-03-29 19:00:00,TOR,BOS,4,6
-145,2022-03-29 19:00:00,CAR,TB,4,3
-475,2022-03-29 19:00:00,MON,FLA,7,4
-165,2022-03-29 19:00:00,NYR,PIT,2,3
110,2022-03-29 19:00:00,NYI,CLB,3,4
-230,2022-03-29 20:00:00,OTT,NAS,4,1
-340,2022-03-29 20:00:00,PHI,MIN,4,1
-140,2022-03-29 21:00:00,COL,CAL,1,2
155,2022-03-29 22:00:00,DAL,ANA,2,3
120,2022-03-30 19:00:00,WIN,BUF,2,3
110,2022-03-30 19:30:00,NYR,DET,4,5
-195,2022-03-30 21:30:00,LA,EDM,4,3
-125,2022-03-30 22:00:00,STL,VAN,3,4
140,2022-03-30 22:00:00,SJ,ARI,5,2
125,2022-03-30 22:00:00,VEG,SEA,0,3
-230,2022-03-31 19:00:00,NJ,BOS,8,1
-240,2022-03-31 19:00:00,WIN,TOR,7,3
-350,2022-03-31 19:00:00,CHI,FLA,4,0
-200,2022-03-31 19:00:00,CLB,NYI,5,2
-425,2022-03-31 19:00:00,MON,CAR,4,0
-135,2022-03-31 20:00:00,PIT,MIN,3,4
-360,2022-03-31 21:00:00,SJ,COL,4,2
-330,2022-03-31 21:00:00,LA,CAL,2,3
145,2022-03-31 22:00:00,DAL,ANA,2,3
145,2022-04-01 19:00:00,NAS,BUF,4,3
-450,2022-04-01 19:00:00,CHI,TB,5,2
-185,2022-04-01 19:00:00,NYI,NYR,0,3
-130,2022-04-01 19:30:00,OTT,DET,2,5
-180,2022-04-01 21:00:00,STL,EDM,6,5
140,2022-04-01 22:00:00,VEG,SEA,2,5
100,2022-04-01 22:30:00,ANA,ARI,0,5
145,2022-04-02 12:30:00,FLA,NJ,6,7
-170,2022-04-02 15:00:00,PIT,COL,3,2
-130,2022-04-02 19:00:00,LA,WIN,2,3
-425,2022-04-02 19:00:00,CLB,BOS,5,2
-300,2022-04-02 19:00:00,MON,TB,4,5
210,2022-04-02 19:00:00,TOR,PHI,3,6
-160,2022-04-02 19:00:00,MIN,CAR,1,3
-265,2022-04-02 22:00:00,STL,CAL,4,6
125,2022-04-02 22:30:00,DAL,SJ,4,5
165,2022-04-03 13:00:00,FLA,BUF,3,5
-160,2022-04-03 13:00:00,DET,OTT,5,2
100,2022-04-03 16:00:00,NYI,NJ,3,4
-425,2022-04-03 19:00:00,PHI,NYR,3,4
-135,2022-04-03 19:00:00,MIN,WAS,1,5
-120,2022-04-03 19:00:00,VEG,VAN,2,3
-220,2022-04-03 19:00:00,ARI,CHI,2,3
180,2022-04-03 20:00:00,EDM,ANA,1,6
135,2022-04-03 21:00:00,DAL,SEA,4,1
185,2022-04-04 19:00:00,BOS,CLB,2,3
-135,2022-04-04 19:30:00,TOR,TB,2,6
-425,2022-04-04 20:00:00,ARI,STL,5,1
265,2022-04-04 22:30:00,CAL,LA,2,3
220,2022-04-05 19:00:00,CAR,BUF,4,2
-110,2022-04-05 19:00:00,OTT,MON,3,6
-160,2022-04-05 19:00:00,TOR,FLA,7,6
110,2022-04-05 19:00:00,NYR,NJ,1,3
-145,2022-04-05 19:00:00,CLB,PHI,2,4
-115,2022-04-05 19:00:00,COL,PIT,4,6
170,2022-04-05 19:30:00,BOS,DET,5,3
-120,2022-04-05 20:00:00,MIN,NAS,6,2
-135,2022-04-05 20:30:00,NYI,DAL,3,2
145,2022-04-05 22:30:00,EDM,SJ,1,2
-280,2022-04-06 19:30:00,DET,WIN,1,3
120,2022-04-06 19:30:00,TB,WAS,4,3
-265,2022-04-06 20:00:00,SEA,STL,4,1
-180,2022-04-06 22:00:00,VAN,VEG,1,5
205,2022-04-06 22:00:00,CAL,ANA,2,4
-125,2022-04-07 19:00:00,PIT,NYR,3,0
-130,2022-04-07 19:00:00,PHI,CLB,1,4
150,2022-04-07 19:00:00,NAS,OTT,2,3
-155,2022-04-07 19:00:00,MON,NJ,4,7
-390,2022-04-07 19:30:00,BUF,CAR,5,3
-160,2022-04-07 20:30:00,SEA,CHI,0,2
135,2022-04-07 20:30:00,TOR,DAL,3,4
150,2022-04-07 22:00:00,VAN,ARI,1,5
105,2022-04-07 22:30:00,EDM,LA,2,3
140,2022-04-07 22:30:00,CAL,SJ,2,4
-155,2022-04-08 19:00:00,BOS,TB,1,2
-475,2022-04-08 19:00:00,BUF,FLA,4,3
-185,2022-04-08 19:00:00,NYI,CAR,1,2
-110,2022-04-08 20:00:00,MIN,STL,4,3
150,2022-04-08 20:00:00,COL,WIN,4,5
-235,2022-04-09 14:00:00,NJ,DAL,1,3
-145,2022-04-09 15:00:00,WAS,PIT,3,6
-105,2022-04-09 18:00:00,FLA,NAS,1,4
-425,2022-04-09 19:00:00,MON,TOR,3,2
-120,2022-04-09 19:00:00,CLB,DET,4,5
-280,2022-04-09 19:00:00,OTT,NYR,5,1
180,2022-04-09 19:00:00,CAL,SEA,1,4
-120,2022-04-09 19:30:00,ANA,PHI,3,5
-120,2022-04-09 20:00:00,NYI,STL,6,1
-115,2022-04-09 22:00:00,COL,EDM,1,2
-170,2022-04-09 22:00:00,SJ,VAN,4,2
-425,2022-04-09 22:00:00,ARI,VEG,6,1
105,2022-04-10 13:30:00,BOS,WAS,4,2
-185,2022-04-10 16:00:00,NAS,PIT,3,2
-400,2022-04-10 17:00:00,BUF,TB,5,0
-185,2022-04-10 17:00:00,LA,MIN,6,3
-450,2022-04-10 18:00:00,ANA,CAR,5,2
140,2022-04-10 19:00:00,DAL,CHI,4,6
130,2022-04-10 19:30:00,WIN,OTT,3,4
110,2022-04-11 19:00:00,WIN,MON,2,4
-130,2022-04-12 19:00:00,STL,BOS,2,4
-475,2022-04-12 19:00:00,BUF,TOR,2,5
-475,2022-04-12 19:00:00,ANA,FLA,3,2
