home_moneyline,date,away_team_abbr,home_team_abbr,home_score,away_score
-265,2021-04-21 21:30:00,SJ,VEG,5,2
-139,2021-04-21 22:00:00,MON,EDM,3,4
260,2021-04-22 19:00:00,BOS,BUF,1,5
-124,2021-04-22 19:00:00,WAS,NYI,0,1
-265,2021-04-22 19:00:00,CLB,TB,3,1
110,2021-04-22 19:00:00,CAR,FLA,2,4
-295,2021-04-22 19:00:00,NJ,PIT,5,1
118,2021-04-22 19:00:00,TOR,WIN,3,5
-180,2021-04-22 19:00:00,PHI,NYR,2,3
188,2021-04-22 19:30:00,DAL,DET,7,3
138,2021-04-22 20:00:00,COL,STL,2,4
-148,2021-04-22 22:00:00,OTT,VAN,0,3
285,2021-04-23 19:00:00,BOS,BUF,6,4
-159,2021-04-23 19:00:00,PHI,NYR,4,1
116,2021-04-23 20:00:00,NAS,CHI,1,3
-121,2021-04-23 21:00:00,MON,CAL,4,2
143,2021-04-23 22:00:00,MIN,LA,2,4
-265,2021-04-24 12:30:00,NJ,PIT,4,2
150,2021-04-24 15:00:00,COL,STL,5,3
108,2021-04-24 19:00:00,TOR,WIN,1,4
-129,2021-04-24 19:00:00,MON,CAL,5,2
-137,2021-04-24 19:00:00,WAS,NYI,3,6
-103,2021-04-24 19:00:00,CAR,FLA,4,3
190,2021-04-24 19:00:00,DAL,DET,1,2
240,2021-04-24 21:00:00,VEG,ANA,1,5
118,2021-04-24 21:00:00,MIN,SJ,3,6
-143,2021-04-24 22:00:00,OTT,VAN,4,2
106,2021-04-24 22:00:00,ARI,LA,0,4
104,2021-04-25 15:00:00,BOS,PIT,1,0
-210,2021-04-25 18:00:00,NJ,PHI,4,3
-275,2021-04-25 18:00:00,BUF,NYR,6,3
-295,2021-04-25 19:00:00,CLB,TB,4,3
-136,2021-04-26 18:30:00,MON,CAL,1,2
106,2021-04-26 19:00:00,VAN,OTT,2,1
151,2021-04-26 19:00:00,COL,STL,4,1
103,2021-04-26 19:30:00,CAR,DAL,4,3
108,2021-04-26 20:00:00,FLA,NAS,4,1
-106,2021-04-26 21:00:00,EDM,WIN,1,6
-150,2021-04-26 22:00:00,ANA,LA,4,1
103,2021-04-26 22:30:00,ARI,SJ,6,4
100,2021-04-27 19:00:00,NYI,WAS,1,0
114,2021-04-27 19:00:00,PHI,NJ,6,4
-295,2021-04-27 19:00:00,BUF,NYR,3,1
-103,2021-04-27 19:00:00,BOS,PIT,1,3
-143,2021-04-27 19:00:00,DET,CLB,1,0
160,2021-04-27 20:00:00,TB,CHI,4,7
100,2021-04-27 20:00:00,FLA,NAS,4,7
112,2021-04-27 20:30:00,CAR,DAL,1,5
-104,2021-04-28 17:30:00,VAN,OTT,6,3
-152,2021-04-28 19:00:00,STL,MIN,3,4
140,2021-04-28 20:00:00,TOR,MON,1,4
102,2021-04-28 21:00:00,EDM,WIN,1,3
-143,2021-04-28 21:30:00,COL,VEG,5,2
-175,2021-04-28 22:00:00,ANA,LA,2,3
102,2021-04-28 22:30:00,ARI,SJ,4,2
-162,2021-04-29 19:00:00,DAL,TB,3,0
-375,2021-04-29 19:00:00,BUF,BOS,5,2
106,2021-04-29 19:00:00,PHI,NJ,5,3
-127,2021-04-29 19:00:00,NYI,NYR,0,4
100,2021-04-29 19:00:00,PIT,WAS,4,5
-345,2021-04-29 19:00:00,DET,CAR,3,1
-295,2021-04-29 19:30:00,VAN,TOR,4,1
-150,2021-04-29 20:00:00,STL,MIN,4,5
140,2021-04-29 20:00:00,FLA,CHI,3,4
-127,2021-04-29 21:00:00,CAL,EDM,1,3
-109,2021-04-30 19:00:00,WIN,MON,5,3
-315,2021-04-30 21:00:00,SJ,COL,3,0
188,2021-04-30 22:00:00,VEG,ARI,3,0
115,2021-04-30 22:00:00,LA,ANA,1,2
-360,2021-05-01 13:00:00,BUF,BOS,6,2
265,2021-05-01 15:00:00,TB,DET,1,0
-162,2021-05-01 19:00:00,OTT,MON,3,2
-315,2021-05-01 19:00:00,VAN,TOR,5,1
-148,2021-05-01 19:00:00,NYR,NYI,3,0
-150,2021-05-01 19:00:00,NJ,PHI,1,4
-108,2021-05-01 19:00:00,PIT,WAS,0,3
-335,2021-05-01 19:00:00,CLB,CAR,2,1
135,2021-05-01 20:00:00,FLA,CHI,4,5
-110,2021-05-01 20:00:00,DAL,NAS,1,0
-315,2021-05-01 20:00:00,SJ,COL,4,3
-150,2021-05-01 20:00:00,STL,MIN,4,3
-136,2021-05-01 22:00:00,CAL,EDM,4,1
175,2021-05-01 22:00:00,VEG,ARI,2,3
123,2021-05-01 22:00:00,LA,ANA,6,2
285,2021-05-02 15:00:00,TB,DET,1,2
220,2021-05-03 19:00:00,NYI,BUF,4,2
200,2021-05-03 19:00:00,BOS,NJ,0,3
-106,2021-05-03 19:00:00,WAS,NYR,3,6
160,2021-05-03 19:00:00,PIT,PHI,7,2
-265,2021-05-03 19:00:00,CHI,CAR,5,2
155,2021-05-03 19:00:00,NAS,CLB,3,4
143,2021-05-03 19:00:00,TOR,MON,3,2
135,2021-05-03 19:00:00,WIN,OTT,2,1
-124,2021-05-03 19:00:00,DAL,FLA,5,4
-240,2021-05-03 20:00:00,ANA,STL,3,1
108,2021-05-03 20:00:00,VEG,MIN,6,5
175,2021-05-03 22:00:00,EDM,VAN,3,5
-157,2021-05-03 22:00:00,LA,ARI,2,3
225,2021-05-03 22:30:00,COL,SJ,4,5
215,2021-05-04 19:00:00,NYI,BUF,4,3
200,2021-05-04 19:00:00,BOS,NJ,4,3
137,2021-05-04 19:00:00,PIT,PHI,3,7
-295,2021-05-04 19:00:00,CHI,CAR,6,3
175,2021-05-04 22:00:00,EDM,VAN,1,4
133,2021-05-05 19:00:00,MON,OTT,5,1
120,2021-05-05 19:00:00,WAS,NYR,2,4
163,2021-05-05 19:00:00,NAS,CLB,4,2
-165,2021-05-05 19:00:00,DAL,TB,6,2
-245,2021-05-05 20:00:00,ANA,STL,2,3
100,2021-05-05 20:00:00,VEG,MIN,2,3
-127,2021-05-05 21:30:00,WIN,CAL,0,4
235,2021-05-05 21:30:00,COL,SJ,3,2
-137,2021-05-05 22:00:00,LA,ARI,2,4
-275,2021-05-06 19:00:00,NYR,BOS,4,0
-240,2021-05-06 19:00:00,NJ,NYI,1,2
-345,2021-05-06 19:00:00,BUF,PIT,8,4
-225,2021-05-06 19:00:00,MON,TOR,5,2
-335,2021-05-06 19:00:00,CHI,CAR,1,2
-250,2021-05-06 21:00:00,VAN,EDM,3,6
-182,2021-05-07 19:00:00,PHI,WAS,2,4
-134,2021-05-07 19:00:00,DET,CLB,2,5
-148,2021-05-07 19:00:00,DAL,TB,2,5
-295,2021-05-07 20:00:00,ANA,MIN,4,3
-180,2021-05-07 22:00:00,STL,VEG,4,3
235,2021-05-07 22:00:00,COL,LA,2,3
-106,2021-05-07 22:30:00,ARI,SJ,2,5
-295,2021-05-08 15:00:00,NYR,BOS,4,5
-360,2021-05-08 15:00:00,BUF,PIT,1,0
-137,2021-05-08 19:00:00,DET,CLB,5,4
-215,2021-05-08 19:00:00,MON,TOR,3,2
-200,2021-05-08 19:00:00,NJ,NYI,5,1
-175,2021-05-08 19:00:00,PHI,WAS,2,1
105,2021-05-08 19:00:00,TB,FLA,5,1
-186,2021-05-08 19:00:00,OTT,WIN,2,4
-286,2021-05-08 20:00:00,ANA,MIN,4,3
112,2021-05-08 20:00:00,CAR,NAS,3,1
-245,2021-05-08 22:00:00,VAN,EDM,4,3
-235,2021-05-08 22:00:00,STL,VEG,4,1
215,2021-05-08 22:00:00,COL,LA,2,3
-109,2021-05-08 22:30:00,ARI,SJ,4,5
110,2021-05-09 19:00:00,DAL,CHI,4,2
-195,2021-05-09 20:00:00,OTT,CAL,6,1
-157,2021-05-10 19:00:00,NJ,PHI,4,2
-110,2021-05-10 19:00:00,EDM,MON,3,4
-165,2021-05-10 19:00:00,NYI,BOS,3,2
-143,2021-05-10 19:00:00,TB,FLA,4,0
123,2021-05-10 20:00:00,CAR,NAS,5,0
116,2021-05-10 20:00:00,DAL,CHI,4,5
-175,2021-05-10 20:00:00,VAN,WIN,1,3
108,2021-05-10 22:00:00,COL,VEG,1,2
114,2021-05-10 22:00:00,STL,LA,1,2
-195,2021-05-11 19:00:00,BOS,WAS,2,1
-180,2021-05-11 20:00:00,VAN,WIN,5,0
124,2021-05-12 17:00:00,EDM,MON,3,4
150,2021-05-12 20:00:00,TOR,OTT,4,3
190,2021-05-12 21:00:00,VEG,SJ,0,6
-345,2021-05-12 21:00:00,LA,COL,6,0
133,2021-05-12 21:00:00,MIN,STL,4,0
-106,2021-05-13 20:00:00,MIN,STL,7,3
-165,2021-05-13 21:00:00,VAN,CAL,4,1
-435,2021-05-13 21:00:00,LA,COL,5,1
133,2021-05-14 20:00:00,TOR,WIN,4,2
-200,2021-05-15 15:30:00,VAN,EDM,1,4
117,2021-05-15 19:15:00,BOS,WAS,3,2
-139,2021-05-16 12:00:00,NYI,PIT,3,4
-162,2021-05-16 15:00:00,MIN,VEG,0,1
108,2021-05-16 19:30:00,TB,FLA,4,5
125,2021-05-16 22:30:00,CAL,VAN,5,6
123,2021-05-17 19:30:00,BOS,WAS,3,4
-175,2021-05-17 20:00:00,NAS,CAR,5,2
-335,2021-05-17 22:00:00,STL,COL,4,1
100,2021-05-18 16:00:00,CAL,VAN,4,2
-136,2021-05-18 19:30:00,NYI,PIT,2,1
-107,2021-05-18 20:00:00,TB,FLA,1,3
-167,2021-05-18 22:00:00,MIN,VEG,3,1
-180,2021-05-19 15:30:00,VAN,CAL,6,2
-186,2021-05-19 18:30:00,WAS,BOS,3,2
-215,2021-05-19 20:00:00,NAS,CAR,3,0
-167,2021-05-19 21:00:00,WIN,EDM,1,4
-335,2021-05-19 22:30:00,STL,COL,6,3
-136,2021-05-20 18:30:00,FLA,TB,5,6
-112,2021-05-20 19:00:00,PIT,NYI,4,5
-210,2021-05-20 19:30:00,MON,TOR,1,2
100,2021-05-20 21:30:00,VEG,MIN,2,5
-157,2021-05-21 18:30:00,WAS,BOS,4,1
118,2021-05-21 19:00:00,CAR,NAS,5,4
-177,2021-05-21 21:00:00,WIN,EDM,0,1
195,2021-05-21 21:30:00,COL,STL,1,5
-152,2021-05-22 12:30:00,FLA,TB,6,2
-110,2021-05-22 15:00:00,PIT,NYI,4,1
-186,2021-05-22 19:00:00,MON,TOR,5,1
106,2021-05-22 20:00:00,VEG,MIN,0,4
133,2021-05-23 14:30:00,CAR,NAS,4,3
200,2021-05-23 17:00:00,COL,STL,2,5
114,2021-05-23 19:00:00,BOS,WAS,1,3
108,2021-05-23 19:30:00,EDM,WIN,5,4
150,2021-05-24 19:00:00,TOR,MON,1,2
-136,2021-05-24 19:00:00,NYI,PIT,2,3
-104,2021-05-24 20:00:00,TB,FLA,4,1
102,2021-05-24 21:45:00,EDM,WIN,4,3
-180,2021-05-24 22:30:00,MIN,VEG,2,4
160,2021-05-25 19:30:00,TOR,MON,0,4
-205,2021-05-25 20:00:00,NAS,CAR,3,2
-107,2021-05-26 18:30:00,PIT,NYI,5,3
-148,2021-05-26 20:00:00,FLA,TB,4,0
123,2021-05-26 21:00:00,VEG,MIN,3,0
-245,2021-05-27 19:00:00,MON,TOR,3,4
118,2021-05-27 21:30:00,CAR,NAS,3,4
-180,2021-05-28 21:00:00,MIN,VEG,6,2
155,2021-05-29 19:30:00,TOR,MON,3,2
-186,2021-05-29 20:00:00,NYI,BOS,5,2
-109,2021-05-30 17:00:00,TB,CAR,1,2
-182,2021-05-30 20:00:00,VEG,COL,7,1
-205,2021-05-31 19:00:00,MON,TOR,1,3
-195,2021-05-31 19:30:00,NYI,BOS,3,4
-115,2021-06-01 19:30:00,TB,CAR,1,2
-155,2021-06-02 19:30:00,MON,WIN,3,5
-195,2021-06-02 22:00:00,VEG,COL,3,2
128,2021-06-03 19:30:00,BOS,NYI,1,2
-152,2021-06-03 20:00:00,CAR,TB,2,3
-112,2021-06-04 19:30:00,MON,WIN,0,1
-108,2021-06-04 22:00:00,COL,VEG,3,2
-165,2021-06-05 16:00:00,CAR,TB,6,4
120,2021-06-05 19:15:00,BOS,NYI,4,1
-129,2021-06-06 18:00:00,WIN,MON,5,1
-112,2021-06-06 20:30:00,COL,VEG,5,1
-195,2021-06-07 18:30:00,NYI,BOS,4,5
-141,2021-06-07 20:00:00,WIN,MON,3,2
102,2021-06-08 18:30:00,TB,CAR,0,2
-148,2021-06-08 21:00:00,VEG,COL,2,3
120,2021-06-09 19:30:00,BOS,NYI,6,2
-134,2021-06-10 21:00:00,COL,VEG,6,3
-195,2021-06-13 15:00:00,NYI,TB,1,2
-195,2021-06-13 15:00:00,NYI,TB,1,2
-195,2021-06-13 15:00:00,NYI,TB,1,2
-265,2021-06-14 21:00:00,MON,VEG,4,1
-200,2021-06-15 20:00:00,NYI,TB,4,2
-286,2021-06-16 21:00:00,MON,VEG,2,3
116,2021-06-17 20:00:00,TB,NYI,1,2
148,2021-06-18 20:00:00,VEG,MON,3,2
110,2021-06-19 20:00:00,TB,NYI,3,2
155,2021-06-20 20:00:00,VEG,MON,1,2
-177,2021-06-21 20:00:00,NYI,TB,8,0
-230,2021-06-22 21:00:00,MON,VEG,1,4
128,2021-06-23 20:00:00,TB,NYI,3,2
114,2021-06-24 20:00:00,VEG,MON,3,2
-162,2021-06-25 20:00:00,NYI,TB,1,0
-200,2021-06-28 20:00:00,MON,TB,5,1
-200,2021-06-28 20:00:00,MON,TB,5,1
-200,2021-06-28 20:00:00,MON,TB,5,1
-200,2021-06-30 20:00:00,MON,TB,3,1
-200,2021-06-30 20:00:00,MON,TB,3,1
114,2021-07-02 20:00:00,TB,MON,3,6
114,2021-07-02 20:00:00,TB,MON,3,6
133,2021-07-05 20:00:00,TB,MON,3,2
133,2021-07-05 20:00:00,TB,MON,3,2
133,2021-07-05 20:00:00,TB,MON,3,2
-230,2021-07-07 20:00:00,MON,TB,1,0
-230,2021-07-07 20:00:00,MON,TB,1,0
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-25 19:00:00,MON,TOR,4,1
,2021-09-25 20:00:00,MIN,STL,6,2
,2021-09-26 14:00:00,NAS,FLA,5,4
,2021-09-26 17:00:00,BOS,WAS,2,3
,2021-09-26 18:00:00,NAS,FLA,3,1
,2021-09-26 19:00:00,NYI,NYR,0,4
,2021-09-26 20:00:00,SJ,ANA,6,3
,2021-09-26 20:00:00,OTT,WIN,2,3
,2021-09-26 21:00:00,VAN,SEA,5,3
,2021-09-26 21:00:00,EDM,CAL,0,4
,2021-09-26 22:00:00,SJ,VEG,2,4
,2021-09-27 19:00:00,CLB,PIT,0,3
,2021-09-27 19:00:00,TOR,MON,5,2
,2021-09-27 20:00:00,DAL,STL,2,1
,2021-09-27 22:00:00,LA,ARI,2,1
,2021-09-27 22:00:00,CAL,VAN,4,2
,2021-09-28 19:00:00,BOS,NYR,3,2
,2021-09-28 19:00:00,BUF,CLB,4,5
,2021-09-28 19:00:00,TB,CAR,3,1
,2021-09-28 19:00:00,NYI,PHI,2,3
,2021-09-28 21:00:00,SEA,EDM,6,0
,2021-09-28 22:00:00,LA,SJ,3,4
,2021-09-28 22:00:00,COL,VEG,4,3
,2021-09-29 19:00:00,STL,CLB,5,2
,2021-09-29 19:00:00,NJ,WAS,4,5
,2021-09-29 19:00:00,TOR,OTT,0,4
,2021-09-29 20:00:00,EDM,WIN,5,1
,2021-09-29 20:00:00,FLA,DAL,3,4
,2021-09-29 20:30:00,DET,CHI,3,4
,2021-09-29 21:00:00,SEA,CAL,3,4
,2021-09-29 22:00:00,ARI,ANA,1,4
,2021-09-30 19:00:00,NAS,TB,2,6
,2021-09-30 19:30:00,PHI,BOS,4,2
,2021-09-30 19:30:00,BUF,DET,6,2
,2021-09-30 21:00:00,MIN,COL,6,4
,2021-09-30 22:00:00,SJ,ANA,1,3
,2021-09-30 22:00:00,VEG,LA,3,1
,2021-10-01 19:00:00,DAL,FLA,6,3
,2021-10-01 19:00:00,PIT,BUF,1,2
,2021-10-01 19:00:00,CAR,TB,8,5
,2021-10-01 19:00:00,MON,OTT,7,2
,2021-10-01 19:00:00,NYR,NJ,7,1
,2021-10-01 20:30:00,STL,CHI,3,6
,2021-10-01 21:00:00,VAN,CAL,4,1
,2021-10-01 22:00:00,LA,VEG,4,0
,2021-10-01 22:00:00,EDM,SEA,2,1
,2021-10-02 14:00:00,NJ,NYI,1,2
,2021-10-02 18:00:00,ANA,ARI,4,3
,2021-10-02 19:00:00,CLB,DET,5,1
,2021-10-02 19:00:00,NYR,BOS,3,4
,2021-10-02 19:00:00,WAS,PHI,3,1
,2021-10-02 19:00:00,WIN,EDM,4,3
,2021-10-02 19:00:00,OTT,MON,2,1
,2021-10-02 20:00:00,CHI,STL,1,5
,2021-10-02 20:00:00,TB,NAS,6,1
,2021-10-02 22:00:00,CAL,SEA,1,4
,2021-10-03 12:00:00,DET,PIT,5,1
,2021-10-03 19:00:00,WIN,VAN,3,2
,2021-10-03 21:00:00,ARI,DAL,6,3
,2021-10-04 19:00:00,BOS,PHI,2,1
,2021-10-04 19:00:00,CLB,BUF,3,5
,2021-10-04 19:00:00,WAS,NJ,4,1
,2021-10-04 19:00:00,TOR,OTT,1,3
,2021-10-04 19:30:00,CHI,DET,4,6
,2021-10-04 20:00:00,COL,MIN,3,1
,2021-10-04 21:00:00,CAL,EDM,4,3
,2021-10-04 22:00:00,ANA,SJ,2,3
,2021-10-05 19:00:00,FLA,TB,2,3
,2021-10-05 19:00:00,BUF,PIT,5,4
,2021-10-05 19:00:00,NAS,CAR,2,3
,2021-10-05 19:00:00,PHI,NYI,3,0
,2021-10-05 19:00:00,MON,TOR,6,2
,2021-10-05 20:00:00,STL,DAL,3,1
,2021-10-05 21:00:00,VEG,COL,4,7
,2021-10-05 22:00:00,SEA,VAN,0,4
,2021-10-05 22:30:00,ARI,LA,1,4
,2021-10-06 19:00:00,WAS,BOS,3,4
,2021-10-06 19:00:00,DET,CLB,4,2
,2021-10-06 19:00:00,NJ,NYR,6,2
,2021-10-06 20:00:00,STL,MIN,4,3
,2021-10-06 20:00:00,CAL,WIN,3,2
,2021-10-06 22:00:00,LA,ANA,3,6
,2021-10-07 19:00:00,FLA,TB,6,2
,2021-10-07 19:00:00,OTT,MON,4,5
,2021-10-07 19:30:00,PIT,DET,4,2
,2021-10-07 20:00:00,COL,DAL,3,1
,2021-10-07 20:00:00,CHI,MIN,3,2
,2021-10-07 21:00:00,VAN,EDM,3,2
,2021-10-07 22:00:00,ARI,VEG,1,3
,2021-10-08 19:00:00,PHI,WAS,5,3
,2021-10-08 20:00:00,CLB,STL,7,3
,2021-10-08 21:00:00,WIN,CAL,3,1
,2021-10-09 15:00:00,DET,BUF,3,1
,2021-10-09 16:00:00,CAR,NAS,4,3
,2021-10-09 18:00:00,TB,FLA,2,4
,2021-10-09 19:00:00,DAL,COL,4,2
,2021-10-09 19:00:00,OTT,TOR,4,1
,2021-10-09 19:00:00,NYR,NYI,4,5
,2021-10-09 19:00:00,PIT,CLB,3,4
,2021-10-09 20:00:00,VEG,SJ,4,0
,2021-10-09 20:30:00,MIN,CHI,5,1
,2021-10-09 21:00:00,EDM,VAN,2,3
,2021-10-09 22:30:00,ANA,LA,3,4
2800,2021-10-12 19:30:00,PIT,TB,2,6
-100000,2021-10-12 22:00:00,SEA,VEG,4,3
2800,2021-10-12 19:30:00,PIT,TB,2,6
-100000,2021-10-12 22:00:00,SEA,VEG,4,3
2800,2021-10-12 19:30:00,PIT,TB,2,6
-100000,2021-10-12 22:00:00,SEA,VEG,4,3
-1800,2021-10-13 19:00:00,MON,TOR,2,1
-100000,2021-10-13 19:30:00,NYR,WAS,5,1
-20000,2021-10-13 22:00:00,WIN,ANA,4,1
-20000,2021-10-13 22:00:00,CHI,COL,4,2
-50000,2021-10-13 22:00:00,VAN,EDM,3,2
-100000,2021-10-14 19:00:00,MON,BUF,5,1
-1100,2021-10-14 19:00:00,TOR,OTT,3,2
